customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered,issue_resolved_bin,complaint_registered_bin,review_text_clean,sentiment_score_label,response_time_bucket
21397,female,46-60,east,electronics,online,others,1,customer service was unhelpful.,negative,55,no,yes,0,1,customer service was unhelpful,-1,>48h
21398,other,60+,west,travel,online,snapdeal,3,"product is okay, nothing special.",neutral,55,no,no,0,0,product is okay nothing special,0,>48h
21399,male,60+,south,home & kitchen,online,boat,3,"delivery was fine, product is decent.",neutral,22,yes,no,1,0,delivery was fine product is decent,0,12-24h
21400,other,26-35,east,travel,online,reliance digital,3,"product is okay, nothing special.",neutral,17,yes,no,1,0,product is okay nothing special,0,12-24h
21401,male,36-45,central,fashion,online,tata cliq,5,"amazing experience, highly recommend!",positive,51,no,no,0,0,amazing experience highly recommend,1,>48h
21402,other,36-45,east,automobile,online,shopclues,1,customer service was unhelpful.,negative,8,yes,yes,1,1,customer service was unhelpful,-1,<12h
21403,other,46-60,east,sports,online,zepto,4,"amazing experience, highly recommend!",positive,16,yes,no,1,0,amazing experience highly recommend,1,12-24h
21404,female,46-60,central,books,online,snapdeal,2,late delivery and poor packaging.,negative,34,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
21405,male,18-25,north,sports,online,facebook marketplace,3,"product is okay, nothing special.",neutral,24,yes,no,1,0,product is okay nothing special,0,12-24h
21406,male,18-25,south,fashion,online,swiggy instamart,3,neutral about the quality.,neutral,52,no,no,0,0,neutral about the quality,0,>48h
21407,female,36-45,east,travel,online,meesho,5,very satisfied with the quality.,positive,6,yes,no,1,0,very satisfied with the quality,1,<12h
21408,other,36-45,north,groceries,online,croma,3,works fine but could be better.,neutral,2,yes,no,1,0,works fine but could be better,0,<12h
21409,other,60+,east,travel,online,myntra,3,works fine but could be better.,neutral,13,yes,no,1,0,works fine but could be better,0,12-24h
21410,male,60+,central,electronics,online,reliance digital,4,very satisfied with the quality.,positive,19,yes,no,1,0,very satisfied with the quality,1,12-24h
21411,male,18-25,west,travel,online,zepto,2,product stopped working after few days.,negative,28,yes,yes,1,1,product stopped working after few days,-1,24-48h
21412,female,36-45,north,home & kitchen,online,snapdeal,1,product stopped working after few days.,negative,48,no,yes,0,1,product stopped working after few days,-1,24-48h
21413,female,36-45,central,travel,online,amazon,2,customer service was unhelpful.,negative,27,yes,yes,1,1,customer service was unhelpful,-1,24-48h
21414,other,36-45,west,automobile,online,lenskart,4,"amazing experience, highly recommend!",positive,30,yes,no,1,0,amazing experience highly recommend,1,24-48h
21415,other,18-25,central,travel,online,myntra,3,"delivery was fine, product is decent.",neutral,62,no,no,0,0,delivery was fine product is decent,0,>48h
21416,female,60+,north,fashion,online,paytm mall,3,neutral about the quality.,neutral,1,yes,no,1,0,neutral about the quality,0,<12h
21417,female,18-25,central,automobile,online,boat,3,"delivery was fine, product is decent.",neutral,42,yes,no,1,0,delivery was fine product is decent,0,24-48h
21418,female,60+,north,automobile,online,lenskart,1,very disappointed with the quality.,negative,51,no,yes,0,1,very disappointed with the quality,-1,>48h
21419,female,60+,north,travel,online,zepto,1,very disappointed with the quality.,negative,42,yes,yes,1,1,very disappointed with the quality,-1,24-48h
21420,other,60+,south,automobile,online,bigbasket,1,not worth the price.,negative,15,yes,yes,1,1,not worth the price,-1,12-24h
21421,male,18-25,central,electronics,online,tata cliq,2,late delivery and poor packaging.,negative,14,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
21422,other,36-45,central,books,online,zepto,3,works fine but could be better.,neutral,20,yes,no,1,0,works fine but could be better,0,12-24h
21423,other,18-25,west,home & kitchen,online,shopclues,5,fast delivery and great packaging.,positive,47,yes,no,1,0,fast delivery and great packaging,1,24-48h
21424,female,46-60,north,travel,online,ajio,4,excellent product! exceeded expectations.,positive,36,yes,no,1,0,excellent product exceeded expectations,1,24-48h
21425,female,60+,central,automobile,online,boat,4,"amazing experience, highly recommend!",positive,63,no,no,0,0,amazing experience highly recommend,1,>48h
21426,female,36-45,south,automobile,online,reliance digital,5,excellent product! exceeded expectations.,positive,65,no,no,0,0,excellent product exceeded expectations,1,>48h
21427,other,18-25,west,sports,online,boat,4,very satisfied with the quality.,positive,57,no,no,0,0,very satisfied with the quality,1,>48h
21428,male,26-35,south,automobile,online,swiggy instamart,2,product stopped working after few days.,negative,31,yes,yes,1,1,product stopped working after few days,-1,24-48h
21429,female,18-25,east,sports,online,croma,4,very satisfied with the quality.,positive,21,yes,no,1,0,very satisfied with the quality,1,12-24h
21430,female,36-45,north,books,online,reliance digital,5,very satisfied with the quality.,positive,5,yes,no,1,0,very satisfied with the quality,1,<12h
21431,other,26-35,central,travel,online,flipkart,2,late delivery and poor packaging.,negative,33,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
21432,male,60+,north,fashion,online,croma,1,late delivery and poor packaging.,negative,32,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
21433,male,26-35,central,books,online,lenskart,3,"product is okay, nothing special.",neutral,32,yes,no,1,0,product is okay nothing special,0,24-48h
21434,female,26-35,central,automobile,online,paytm mall,4,excellent product! exceeded expectations.,positive,26,yes,no,1,0,excellent product exceeded expectations,1,24-48h
21435,female,26-35,north,sports,online,swiggy instamart,4,"amazing experience, highly recommend!",positive,43,yes,no,1,0,amazing experience highly recommend,1,24-48h
21436,other,60+,west,travel,online,croma,1,very disappointed with the quality.,negative,9,yes,yes,1,1,very disappointed with the quality,-1,<12h
21437,male,26-35,south,travel,online,amazon,2,customer service was unhelpful.,negative,7,yes,yes,1,1,customer service was unhelpful,-1,<12h
21438,male,60+,south,beauty,online,nykaa,4,great value for money.,positive,11,yes,no,1,0,great value for money,1,<12h
21439,female,46-60,south,electronics,online,croma,3,works fine but could be better.,neutral,2,yes,no,1,0,works fine but could be better,0,<12h
21440,female,26-35,south,electronics,online,others,2,very disappointed with the quality.,negative,43,yes,yes,1,1,very disappointed with the quality,-1,24-48h
21441,male,36-45,central,sports,online,facebook marketplace,3,works fine but could be better.,neutral,33,yes,no,1,0,works fine but could be better,0,24-48h
21442,male,18-25,north,groceries,online,boat,2,late delivery and poor packaging.,negative,70,no,yes,0,1,late delivery and poor packaging,-1,>48h
21443,female,60+,south,home & kitchen,online,amazon,2,customer service was unhelpful.,negative,51,no,yes,0,1,customer service was unhelpful,-1,>48h
21444,male,60+,south,electronics,online,zepto,4,very satisfied with the quality.,positive,63,no,no,0,0,very satisfied with the quality,1,>48h
21445,other,26-35,east,home & kitchen,online,bigbasket,2,product stopped working after few days.,negative,4,yes,yes,1,1,product stopped working after few days,-1,<12h
21446,male,18-25,south,sports,online,shopclues,3,neutral about the quality.,neutral,59,no,no,0,0,neutral about the quality,0,>48h
21447,other,36-45,west,books,online,snapdeal,2,not worth the price.,negative,28,yes,yes,1,1,not worth the price,-1,24-48h
21448,male,46-60,central,books,online,croma,1,late delivery and poor packaging.,negative,18,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
21449,female,46-60,west,sports,online,bigbasket,4,very satisfied with the quality.,positive,38,yes,no,1,0,very satisfied with the quality,1,24-48h
21450,other,18-25,south,electronics,online,zepto,4,"amazing experience, highly recommend!",positive,42,yes,no,1,0,amazing experience highly recommend,1,24-48h
21451,female,18-25,central,automobile,online,facebook marketplace,3,"product is okay, nothing special.",neutral,6,yes,no,1,0,product is okay nothing special,0,<12h
21452,other,26-35,east,groceries,online,facebook marketplace,3,neutral about the quality.,neutral,11,yes,no,1,0,neutral about the quality,0,<12h
21453,male,46-60,south,fashion,online,snapdeal,4,"amazing experience, highly recommend!",positive,63,no,no,0,0,amazing experience highly recommend,1,>48h
21454,other,26-35,west,automobile,online,others,4,great value for money.,positive,31,yes,no,1,0,great value for money,1,24-48h
21455,male,60+,central,travel,online,snapdeal,4,great value for money.,positive,67,no,no,0,0,great value for money,1,>48h
21456,female,26-35,south,travel,online,shopclues,5,fast delivery and great packaging.,positive,53,no,no,0,0,fast delivery and great packaging,1,>48h
21457,male,60+,south,books,online,lenskart,4,fast delivery and great packaging.,positive,10,yes,no,1,0,fast delivery and great packaging,1,<12h
21458,other,60+,west,fashion,online,tata cliq,1,not worth the price.,negative,16,yes,yes,1,1,not worth the price,-1,12-24h
21459,male,46-60,east,beauty,online,meesho,3,neutral about the quality.,neutral,13,yes,no,1,0,neutral about the quality,0,12-24h
21460,other,18-25,west,beauty,online,croma,4,very satisfied with the quality.,positive,61,no,no,0,0,very satisfied with the quality,1,>48h
21461,female,18-25,east,groceries,online,swiggy instamart,3,works fine but could be better.,neutral,24,yes,no,1,0,works fine but could be better,0,12-24h
21462,female,18-25,north,electronics,online,zepto,2,very disappointed with the quality.,negative,53,no,yes,0,1,very disappointed with the quality,-1,>48h
21463,female,46-60,south,sports,online,reliance digital,3,"delivery was fine, product is decent.",neutral,42,yes,no,1,0,delivery was fine product is decent,0,24-48h
21464,male,46-60,central,groceries,online,jiomart,2,very disappointed with the quality.,negative,48,no,yes,0,1,very disappointed with the quality,-1,24-48h
21465,male,60+,central,groceries,online,nykaa,1,not worth the price.,negative,36,yes,yes,1,1,not worth the price,-1,24-48h
21466,other,60+,south,groceries,online,tata cliq,4,"amazing experience, highly recommend!",positive,63,no,no,0,0,amazing experience highly recommend,1,>48h
21467,other,26-35,west,automobile,online,boat,5,fast delivery and great packaging.,positive,66,no,no,0,0,fast delivery and great packaging,1,>48h
21468,other,26-35,north,fashion,online,jiomart,3,works fine but could be better.,neutral,20,yes,no,1,0,works fine but could be better,0,12-24h
21469,female,46-60,south,beauty,online,flipkart,3,"product is okay, nothing special.",neutral,3,yes,no,1,0,product is okay nothing special,0,<12h
21470,male,46-60,west,fashion,online,reliance digital,5,great value for money.,positive,68,no,no,0,0,great value for money,1,>48h
21471,female,26-35,north,travel,online,lenskart,4,great value for money.,positive,36,yes,no,1,0,great value for money,1,24-48h
21472,female,18-25,west,groceries,online,shopclues,2,customer service was unhelpful.,negative,28,yes,yes,1,1,customer service was unhelpful,-1,24-48h
21473,female,18-25,central,travel,online,tata cliq,3,average experience overall.,neutral,19,yes,no,1,0,average experience overall,0,12-24h
21474,female,60+,north,electronics,online,snapdeal,1,not worth the price.,negative,29,yes,yes,1,1,not worth the price,-1,24-48h
21475,other,26-35,east,automobile,online,shopclues,3,works fine but could be better.,neutral,66,no,no,0,0,works fine but could be better,0,>48h
21476,female,46-60,south,travel,online,facebook marketplace,3,average experience overall.,neutral,59,no,no,0,0,average experience overall,0,>48h
21477,male,60+,west,fashion,online,bigbasket,2,late delivery and poor packaging.,negative,64,no,yes,0,1,late delivery and poor packaging,-1,>48h
21478,other,60+,central,travel,online,myntra,4,fast delivery and great packaging.,positive,61,no,no,0,0,fast delivery and great packaging,1,>48h
21479,female,36-45,north,travel,online,snapdeal,5,very satisfied with the quality.,positive,42,yes,no,1,0,very satisfied with the quality,1,24-48h
21480,female,46-60,west,books,online,shopclues,3,neutral about the quality.,neutral,51,no,no,0,0,neutral about the quality,0,>48h
21481,female,18-25,north,automobile,online,meesho,2,late delivery and poor packaging.,negative,54,no,yes,0,1,late delivery and poor packaging,-1,>48h
21482,other,60+,east,electronics,online,ajio,3,average experience overall.,neutral,28,yes,no,1,0,average experience overall,0,24-48h
21483,other,60+,east,fashion,online,myntra,1,product stopped working after few days.,negative,60,no,yes,0,1,product stopped working after few days,-1,>48h
21484,other,26-35,east,groceries,online,swiggy instamart,4,"amazing experience, highly recommend!",positive,64,no,no,0,0,amazing experience highly recommend,1,>48h
21485,female,26-35,west,books,online,lenskart,2,late delivery and poor packaging.,negative,22,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
21486,male,46-60,west,groceries,online,tata cliq,3,"delivery was fine, product is decent.",neutral,56,no,no,0,0,delivery was fine product is decent,0,>48h
21487,female,36-45,south,electronics,online,croma,4,excellent product! exceeded expectations.,positive,21,yes,no,1,0,excellent product exceeded expectations,1,12-24h
21488,other,46-60,west,home & kitchen,online,meesho,4,"amazing experience, highly recommend!",positive,32,yes,no,1,0,amazing experience highly recommend,1,24-48h
21489,other,18-25,east,books,online,facebook marketplace,3,"delivery was fine, product is decent.",neutral,5,yes,no,1,0,delivery was fine product is decent,0,<12h
21490,other,26-35,north,books,online,bigbasket,4,fast delivery and great packaging.,positive,28,yes,no,1,0,fast delivery and great packaging,1,24-48h
21491,other,46-60,west,books,online,boat,1,very disappointed with the quality.,negative,30,yes,yes,1,1,very disappointed with the quality,-1,24-48h
21492,female,60+,south,automobile,online,shopclues,5,fast delivery and great packaging.,positive,37,yes,no,1,0,fast delivery and great packaging,1,24-48h
21493,male,18-25,north,fashion,online,jiomart,3,"delivery was fine, product is decent.",neutral,40,yes,no,1,0,delivery was fine product is decent,0,24-48h
21494,female,46-60,east,fashion,online,paytm mall,2,not worth the price.,negative,63,no,yes,0,1,not worth the price,-1,>48h
21495,male,18-25,east,travel,online,facebook marketplace,1,very disappointed with the quality.,negative,31,yes,yes,1,1,very disappointed with the quality,-1,24-48h
21496,other,60+,west,electronics,online,zepto,4,"amazing experience, highly recommend!",positive,59,no,no,0,0,amazing experience highly recommend,1,>48h
21497,other,26-35,east,books,online,snapdeal,3,works fine but could be better.,neutral,14,yes,no,1,0,works fine but could be better,0,12-24h
21498,female,26-35,west,sports,online,shopclues,4,excellent product! exceeded expectations.,positive,4,yes,no,1,0,excellent product exceeded expectations,1,<12h
21499,female,46-60,south,electronics,online,zepto,1,not worth the price.,negative,19,yes,yes,1,1,not worth the price,-1,12-24h
21500,male,60+,west,books,online,bigbasket,2,not worth the price.,negative,49,no,yes,0,1,not worth the price,-1,>48h
21501,male,36-45,central,travel,online,nykaa,4,"amazing experience, highly recommend!",positive,38,yes,no,1,0,amazing experience highly recommend,1,24-48h
21502,male,26-35,east,sports,online,tata cliq,5,excellent product! exceeded expectations.,positive,36,yes,no,1,0,excellent product exceeded expectations,1,24-48h
21503,male,60+,west,travel,online,amazon,3,neutral about the quality.,neutral,6,yes,no,1,0,neutral about the quality,0,<12h
21504,male,60+,south,home & kitchen,online,bigbasket,4,excellent product! exceeded expectations.,positive,11,yes,no,1,0,excellent product exceeded expectations,1,<12h
21505,other,36-45,west,travel,online,myntra,5,"amazing experience, highly recommend!",positive,17,yes,no,1,0,amazing experience highly recommend,1,12-24h
21506,other,18-25,central,sports,online,croma,2,customer service was unhelpful.,negative,1,yes,yes,1,1,customer service was unhelpful,-1,<12h
21507,female,60+,central,sports,online,nykaa,3,works fine but could be better.,neutral,23,yes,no,1,0,works fine but could be better,0,12-24h
21508,male,46-60,central,beauty,online,croma,5,very satisfied with the quality.,positive,31,yes,no,1,0,very satisfied with the quality,1,24-48h
21509,other,36-45,south,travel,online,others,4,excellent product! exceeded expectations.,positive,68,no,no,0,0,excellent product exceeded expectations,1,>48h
21510,female,18-25,central,books,online,snapdeal,2,late delivery and poor packaging.,negative,17,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
21511,female,60+,south,books,online,jiomart,2,customer service was unhelpful.,negative,38,yes,yes,1,1,customer service was unhelpful,-1,24-48h
21512,female,46-60,central,groceries,online,bigbasket,2,very disappointed with the quality.,negative,18,yes,yes,1,1,very disappointed with the quality,-1,12-24h
21513,female,26-35,north,travel,online,paytm mall,2,late delivery and poor packaging.,negative,25,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
21514,other,26-35,central,automobile,online,flipkart,1,not worth the price.,negative,44,yes,yes,1,1,not worth the price,-1,24-48h
21515,other,26-35,south,groceries,online,facebook marketplace,1,customer service was unhelpful.,negative,49,no,yes,0,1,customer service was unhelpful,-1,>48h
21516,female,60+,south,home & kitchen,online,nykaa,1,very disappointed with the quality.,negative,36,yes,yes,1,1,very disappointed with the quality,-1,24-48h
21517,other,36-45,east,books,online,jiomart,5,very satisfied with the quality.,positive,17,yes,no,1,0,very satisfied with the quality,1,12-24h
21518,other,60+,east,electronics,online,amazon,1,customer service was unhelpful.,negative,15,yes,yes,1,1,customer service was unhelpful,-1,12-24h
21519,male,46-60,north,travel,online,jiomart,5,"amazing experience, highly recommend!",positive,32,yes,no,1,0,amazing experience highly recommend,1,24-48h
21520,other,26-35,east,automobile,online,tata cliq,5,very satisfied with the quality.,positive,64,no,no,0,0,very satisfied with the quality,1,>48h
21521,female,36-45,central,sports,online,tata cliq,2,customer service was unhelpful.,negative,24,yes,yes,1,1,customer service was unhelpful,-1,12-24h
21522,male,60+,east,travel,online,croma,5,very satisfied with the quality.,positive,36,yes,no,1,0,very satisfied with the quality,1,24-48h
21523,other,36-45,east,home & kitchen,online,nykaa,4,"amazing experience, highly recommend!",positive,48,no,no,0,0,amazing experience highly recommend,1,24-48h
21524,other,46-60,central,travel,online,flipkart,4,"amazing experience, highly recommend!",positive,8,yes,no,1,0,amazing experience highly recommend,1,<12h
21525,female,18-25,north,fashion,online,croma,5,fast delivery and great packaging.,positive,17,yes,no,1,0,fast delivery and great packaging,1,12-24h
21526,male,36-45,south,automobile,online,boat,2,late delivery and poor packaging.,negative,14,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
21527,other,36-45,central,fashion,online,croma,2,late delivery and poor packaging.,negative,7,yes,yes,1,1,late delivery and poor packaging,-1,<12h
21528,other,26-35,north,automobile,online,ajio,4,very satisfied with the quality.,positive,69,no,no,0,0,very satisfied with the quality,1,>48h
21529,male,60+,south,groceries,online,reliance digital,3,average experience overall.,neutral,71,no,no,0,0,average experience overall,0,>48h
21530,female,26-35,south,groceries,online,swiggy instamart,3,"delivery was fine, product is decent.",neutral,34,yes,no,1,0,delivery was fine product is decent,0,24-48h
21531,male,60+,central,home & kitchen,online,flipkart,5,"amazing experience, highly recommend!",positive,18,yes,no,1,0,amazing experience highly recommend,1,12-24h
21532,male,18-25,north,travel,online,croma,5,"amazing experience, highly recommend!",positive,53,no,no,0,0,amazing experience highly recommend,1,>48h
21533,female,36-45,south,sports,online,ajio,1,customer service was unhelpful.,negative,51,no,yes,0,1,customer service was unhelpful,-1,>48h
21534,male,36-45,east,beauty,online,flipkart,1,not worth the price.,negative,71,no,yes,0,1,not worth the price,-1,>48h
21535,female,26-35,north,home & kitchen,online,bigbasket,4,excellent product! exceeded expectations.,positive,62,no,no,0,0,excellent product exceeded expectations,1,>48h
21536,female,36-45,north,automobile,online,croma,1,not worth the price.,negative,24,yes,yes,1,1,not worth the price,-1,12-24h
21537,female,60+,south,home & kitchen,online,tata cliq,4,great value for money.,positive,17,yes,no,1,0,great value for money,1,12-24h
21538,other,36-45,north,sports,online,snapdeal,2,very disappointed with the quality.,negative,3,yes,yes,1,1,very disappointed with the quality,-1,<12h
21539,male,36-45,central,groceries,online,facebook marketplace,1,product stopped working after few days.,negative,61,no,yes,0,1,product stopped working after few days,-1,>48h
21540,other,60+,east,travel,online,zepto,5,fast delivery and great packaging.,positive,43,yes,no,1,0,fast delivery and great packaging,1,24-48h
21541,male,60+,north,home & kitchen,online,swiggy instamart,5,great value for money.,positive,57,no,no,0,0,great value for money,1,>48h
21542,male,18-25,west,automobile,online,swiggy instamart,4,"amazing experience, highly recommend!",positive,2,yes,no,1,0,amazing experience highly recommend,1,<12h
21543,female,46-60,west,fashion,online,ajio,4,excellent product! exceeded expectations.,positive,17,yes,no,1,0,excellent product exceeded expectations,1,12-24h
21544,male,60+,west,home & kitchen,online,croma,2,product stopped working after few days.,negative,28,yes,yes,1,1,product stopped working after few days,-1,24-48h
21545,male,60+,east,beauty,online,ajio,3,"delivery was fine, product is decent.",neutral,18,yes,no,1,0,delivery was fine product is decent,0,12-24h
21546,female,60+,north,travel,online,snapdeal,1,customer service was unhelpful.,negative,14,yes,yes,1,1,customer service was unhelpful,-1,12-24h
21547,other,18-25,west,groceries,online,ajio,1,not worth the price.,negative,67,no,yes,0,1,not worth the price,-1,>48h
21548,female,46-60,central,fashion,online,others,3,average experience overall.,neutral,62,no,no,0,0,average experience overall,0,>48h
21549,other,60+,south,travel,online,myntra,2,customer service was unhelpful.,negative,34,yes,yes,1,1,customer service was unhelpful,-1,24-48h
21550,male,36-45,north,fashion,online,meesho,3,average experience overall.,neutral,6,yes,no,1,0,average experience overall,0,<12h
21551,male,18-25,south,fashion,online,nykaa,3,"product is okay, nothing special.",neutral,38,yes,no,1,0,product is okay nothing special,0,24-48h
21552,female,18-25,west,groceries,online,swiggy instamart,1,very disappointed with the quality.,negative,63,no,yes,0,1,very disappointed with the quality,-1,>48h
21553,other,26-35,west,books,online,amazon,5,excellent product! exceeded expectations.,positive,23,yes,no,1,0,excellent product exceeded expectations,1,12-24h
21554,other,60+,central,groceries,online,jiomart,5,great value for money.,positive,31,yes,no,1,0,great value for money,1,24-48h
21555,male,18-25,east,travel,online,jiomart,1,late delivery and poor packaging.,negative,47,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
21556,female,46-60,central,books,online,zepto,4,great value for money.,positive,34,yes,no,1,0,great value for money,1,24-48h
21557,female,18-25,south,books,online,reliance digital,1,product stopped working after few days.,negative,70,no,yes,0,1,product stopped working after few days,-1,>48h
21558,other,60+,east,groceries,online,others,3,neutral about the quality.,neutral,2,yes,no,1,0,neutral about the quality,0,<12h
21559,male,18-25,west,books,online,croma,3,neutral about the quality.,neutral,20,yes,no,1,0,neutral about the quality,0,12-24h
21560,female,26-35,south,books,online,facebook marketplace,1,customer service was unhelpful.,negative,52,no,yes,0,1,customer service was unhelpful,-1,>48h
21561,other,18-25,south,groceries,online,amazon,3,"delivery was fine, product is decent.",neutral,36,yes,no,1,0,delivery was fine product is decent,0,24-48h
21562,female,36-45,central,home & kitchen,online,reliance digital,3,works fine but could be better.,neutral,50,no,no,0,0,works fine but could be better,0,>48h
21563,other,46-60,east,electronics,online,flipkart,2,product stopped working after few days.,negative,71,no,yes,0,1,product stopped working after few days,-1,>48h
21564,female,36-45,west,groceries,online,facebook marketplace,4,"amazing experience, highly recommend!",positive,47,yes,no,1,0,amazing experience highly recommend,1,24-48h
21565,female,36-45,west,beauty,online,others,2,not worth the price.,negative,44,yes,yes,1,1,not worth the price,-1,24-48h
21566,male,46-60,west,automobile,online,ajio,5,excellent product! exceeded expectations.,positive,13,yes,no,1,0,excellent product exceeded expectations,1,12-24h
21567,other,36-45,central,beauty,online,facebook marketplace,5,very satisfied with the quality.,positive,38,yes,no,1,0,very satisfied with the quality,1,24-48h
21568,male,46-60,south,home & kitchen,online,bigbasket,2,not worth the price.,negative,32,yes,yes,1,1,not worth the price,-1,24-48h
21569,other,26-35,south,home & kitchen,online,lenskart,3,"delivery was fine, product is decent.",neutral,31,yes,no,1,0,delivery was fine product is decent,0,24-48h
21570,other,18-25,central,fashion,online,swiggy instamart,4,very satisfied with the quality.,positive,59,no,no,0,0,very satisfied with the quality,1,>48h
21571,female,18-25,east,fashion,online,ajio,3,"delivery was fine, product is decent.",neutral,15,yes,no,1,0,delivery was fine product is decent,0,12-24h
21572,other,18-25,central,fashion,online,nykaa,3,neutral about the quality.,neutral,1,yes,no,1,0,neutral about the quality,0,<12h
21573,other,18-25,central,automobile,online,amazon,4,great value for money.,positive,3,yes,no,1,0,great value for money,1,<12h
21574,other,18-25,west,home & kitchen,online,shopclues,1,not worth the price.,negative,54,no,yes,0,1,not worth the price,-1,>48h
21575,male,18-25,west,electronics,online,zepto,3,works fine but could be better.,neutral,45,yes,no,1,0,works fine but could be better,0,24-48h
21576,male,18-25,central,sports,online,myntra,5,"amazing experience, highly recommend!",positive,54,no,no,0,0,amazing experience highly recommend,1,>48h
21577,male,46-60,south,beauty,online,paytm mall,3,works fine but could be better.,neutral,27,yes,no,1,0,works fine but could be better,0,24-48h
21578,male,26-35,east,electronics,online,nykaa,3,neutral about the quality.,neutral,67,no,no,0,0,neutral about the quality,0,>48h
21579,other,36-45,east,automobile,online,swiggy instamart,4,"amazing experience, highly recommend!",positive,10,yes,no,1,0,amazing experience highly recommend,1,<12h
21580,male,18-25,north,sports,online,amazon,1,very disappointed with the quality.,negative,41,yes,yes,1,1,very disappointed with the quality,-1,24-48h
21581,male,60+,east,travel,online,others,5,great value for money.,positive,49,no,no,0,0,great value for money,1,>48h
21582,other,26-35,west,automobile,online,bigbasket,4,fast delivery and great packaging.,positive,23,yes,no,1,0,fast delivery and great packaging,1,12-24h
21583,male,36-45,east,books,online,tata cliq,3,"product is okay, nothing special.",neutral,28,yes,no,1,0,product is okay nothing special,0,24-48h
21584,other,46-60,west,automobile,online,ajio,3,"product is okay, nothing special.",neutral,5,yes,no,1,0,product is okay nothing special,0,<12h
21585,other,60+,north,sports,online,ajio,5,excellent product! exceeded expectations.,positive,38,yes,no,1,0,excellent product exceeded expectations,1,24-48h
21586,female,46-60,east,sports,online,amazon,3,average experience overall.,neutral,62,no,no,0,0,average experience overall,0,>48h
21587,other,36-45,central,sports,online,flipkart,5,great value for money.,positive,41,yes,no,1,0,great value for money,1,24-48h
21588,other,26-35,south,groceries,online,boat,1,late delivery and poor packaging.,negative,39,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
21589,male,26-35,east,electronics,online,snapdeal,2,late delivery and poor packaging.,negative,56,no,yes,0,1,late delivery and poor packaging,-1,>48h
21590,male,18-25,west,travel,online,boat,5,fast delivery and great packaging.,positive,23,yes,no,1,0,fast delivery and great packaging,1,12-24h
21591,female,26-35,west,travel,online,flipkart,4,very satisfied with the quality.,positive,36,yes,no,1,0,very satisfied with the quality,1,24-48h
21592,female,46-60,north,electronics,online,shopclues,5,"amazing experience, highly recommend!",positive,61,no,no,0,0,amazing experience highly recommend,1,>48h
21593,other,26-35,north,books,online,meesho,1,product stopped working after few days.,negative,41,yes,yes,1,1,product stopped working after few days,-1,24-48h
21594,male,26-35,west,automobile,online,boat,5,very satisfied with the quality.,positive,51,no,no,0,0,very satisfied with the quality,1,>48h
21595,male,18-25,east,home & kitchen,online,others,2,very disappointed with the quality.,negative,37,yes,yes,1,1,very disappointed with the quality,-1,24-48h
21596,male,26-35,central,groceries,online,lenskart,4,great value for money.,positive,7,yes,no,1,0,great value for money,1,<12h
21597,male,18-25,central,automobile,online,boat,1,not worth the price.,negative,45,yes,yes,1,1,not worth the price,-1,24-48h
21598,other,36-45,north,books,online,amazon,1,late delivery and poor packaging.,negative,46,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
21599,female,26-35,south,groceries,online,amazon,2,not worth the price.,negative,6,yes,yes,1,1,not worth the price,-1,<12h
21600,other,60+,central,sports,online,bigbasket,4,very satisfied with the quality.,positive,60,no,no,0,0,very satisfied with the quality,1,>48h
21601,male,36-45,south,beauty,online,myntra,2,customer service was unhelpful.,negative,59,no,yes,0,1,customer service was unhelpful,-1,>48h
21602,male,26-35,north,fashion,online,flipkart,5,very satisfied with the quality.,positive,19,yes,no,1,0,very satisfied with the quality,1,12-24h
21603,other,36-45,north,fashion,online,zepto,2,not worth the price.,negative,29,yes,yes,1,1,not worth the price,-1,24-48h
21604,male,60+,east,books,online,lenskart,5,fast delivery and great packaging.,positive,16,yes,no,1,0,fast delivery and great packaging,1,12-24h
21605,male,18-25,south,electronics,online,meesho,4,fast delivery and great packaging.,positive,62,no,no,0,0,fast delivery and great packaging,1,>48h
21606,female,26-35,central,electronics,online,myntra,3,average experience overall.,neutral,68,no,no,0,0,average experience overall,0,>48h
21607,male,36-45,central,home & kitchen,online,meesho,2,very disappointed with the quality.,negative,36,yes,yes,1,1,very disappointed with the quality,-1,24-48h
21608,male,18-25,north,books,online,others,2,not worth the price.,negative,51,no,yes,0,1,not worth the price,-1,>48h
21609,female,36-45,central,automobile,online,bigbasket,1,not worth the price.,negative,15,yes,yes,1,1,not worth the price,-1,12-24h
21610,female,18-25,north,sports,online,snapdeal,3,average experience overall.,neutral,63,no,no,0,0,average experience overall,0,>48h
